ENSEMBL,HGNC,log2FoldChange,pvalue
ENSG00000240441,RPL17P38,-0.065918647,0.704545885
ENSG00000240445,FOXO3B,0.093899315,0.518626896
ENSG00000240449,REPIN1-AS1,-0.064948957,0.77535033
ENSG00000240454,RPL39P26,0.441546474,0.0038425
ENSG00000240463,RPS19P3,0.116643217,0.491250106
ENSG00000240476,LINC00973,-0.423406834,0.453020266
ENSG00000240480,RPL29P2,0.440713027,0.351745927
ENSG00000240489,SETP14,-0.017566066,0.925371831
ENSG00000240497,,0.297125498,0.357164834
ENSG00000240498,CDKN2B-AS1,-0.86323473,0.04754394
ENSG00000240499,,0.157301048,0.673099731
ENSG00000240509,RPL34P18,0.304102503,0.45626098
ENSG00000240520,UOX,-0.330845118,0.164851498
ENSG00000240522,RPL7AP10,0.06530899,0.494336342
ENSG00000240531,RPL21P123,0.550934286,0.040296181
ENSG00000240549,THOC7-AS1,-0.06340006,0.521978471
ENSG00000240553,,-0.039719319,0.816327988
ENSG00000240567,LINC02067,-0.551667187,0.189350254
ENSG00000240571,,0.032201239,0.809026524
ENSG00000240579,,0.145179364,0.526597752
ENSG00000240583,AQP1,-0.702900173,0.197340578
ENSG00000240589,RN7SL258P,0.114379473,0.530557914
ENSG00000240602,AADACP1,-0.185038703,0.835496973
ENSG00000240616,RPS6P25,0.001232193,0.993507391
ENSG00000240622,RPL7P15,0.210274229,0.499974242
ENSG00000240625,RN7SL403P,0.005098894,0.98130775
ENSG00000240634,,0.111194599,0.523826683
ENSG00000240654,C1QTNF9,0.115475589,0.630592131
ENSG00000240661,BTNL12P,2.957148796,7.23E-09
ENSG00000240668,KRT8P36,-0.161908316,0.50710511
ENSG00000240677,MYL6P4,0.427299849,0.186519413
ENSG00000240682,ISY1,-0.111356034,0.133161487
ENSG00000240692,RN7SL538P,0.054133091,0.847108343
ENSG00000240694,PNMA2,-0.17288709,0.06481912
ENSG00000240695,DNAJC8P2,0.10521996,0.478460397
ENSG00000240698,RPS2P39,-0.439188196,0.060109112
ENSG00000240710,,0.457949593,0.080069142
ENSG00000240718,RN7SL851P,-0.220567243,0.281138515
ENSG00000240720,LRRD1,0.198894649,0.362612771
ENSG00000240723,RN7SL382P,0.216806264,0.368913035
ENSG00000240729,RPL21P60,0.278625819,0.418031822
ENSG00000240731,,-0.144431643,0.151175527
ENSG00000240733,RN7SL502P,0.302361217,0.213519595
ENSG00000240739,,0.969648503,0.014625179
ENSG00000240750,RN7SL559P,0.050577495,0.796926904
ENSG00000240751,RABGGTBP1,-0.056929481,0.81371652
ENSG00000240752,RPS12P6,0.173820791,0.64704128
ENSG00000240758,HILPDA-AS1,0.201798178,0.279204139
ENSG00000240761,,0.596094894,0.001847425
ENSG00000240764,PCDHGC5,-0.028936454,0.879111697
ENSG00000240766,PLCXD2-AS1,0.150523384,0.44239191
ENSG00000240770,C21orf91-OT1,0.148894521,0.563428087
ENSG00000240771,ARHGEF25,0.017641249,0.860917085
ENSG00000240775,,0.076912295,0.704222681
ENSG00000240777,,0.530790399,0.157955009
ENSG00000240790,SND1-DT,-0.378111176,0.217146882
ENSG00000240793,UBA52P8,0.069265442,0.651738602
ENSG00000240808,RPL34P24,0.129906752,0.394329107
ENSG00000240809,CAP1P1,0.140202777,0.74730736
ENSG00000240823,RN7SL23P,0.154739393,0.446695564
ENSG00000240828,RPL21P4,0.020012244,0.9472665
ENSG00000240849,PEDS1,-0.184242514,0.170862626
ENSG00000240853,RN7SL328P,0.021956941,0.902256792
ENSG00000240857,RDH14,-0.008141853,0.92686675
ENSG00000240859,LINC03014,0.147172705,0.647143849
ENSG00000240861,,0.151752313,0.442869008
ENSG00000240869,RN7SL128P,0.09699005,0.621556872
ENSG00000240873,RPS29P22,0.288275045,0.33009626
ENSG00000240875,LINC00886,-0.382510769,0.306314344
ENSG00000240877,RN7SL521P,-0.050407993,0.778476477
ENSG00000240882,PTOV1P1,-0.185034739,0.345081234
ENSG00000240888,,0.095013966,0.844631074
ENSG00000240889,NDUFB2-AS1,-0.185126907,0.17800366
ENSG00000240891,PLCXD2,0.242920952,0.204506219
ENSG00000240895,,-0.55105838,0.420649238
ENSG00000240898,RPL21P125,-0.260781028,0.066968144
ENSG00000240915,,-0.207103819,0.420972935
ENSG00000240922,LSAMP-AS1,0.278855937,0.285058318
ENSG00000240925,RPS20P31,-0.186257652,0.373872282
ENSG00000240935,PLGLA,0.522241265,0.241896722
ENSG00000240959,ST13P14,0.001813864,0.994456455
ENSG00000240964,RN7SL751P,0.300402623,0.225744003
ENSG00000240970,RPL23AP64,-0.053110845,0.553426711
ENSG00000240972,MIF,-0.004539746,0.97805697
ENSG00000240974,RPS27AP10,0.166840417,0.343085877
ENSG00000240983,,0.265363712,0.578935923
ENSG00000240990,HOXA11-AS,-0.043165092,0.953348331
ENSG00000240991,RPL23AP67,0.026835689,0.878116995
ENSG00000240993,RN7SL459P,0.056745235,0.806429057
ENSG00000240996,,-0.060131172,0.675421969
ENSG00000241002,RPL32P13,0.776083602,0.027761719
ENSG00000241007,SEPTIN7P6,0.44030129,0.092167764
ENSG00000241014,GPR199P,-0.247259791,0.129116603
ENSG00000241015,TPM3P9,0.037396557,0.743587441
ENSG00000241026,RPL21P77,0.226202172,0.418484534
ENSG00000241030,RPL29P24,0.046694978,0.719076232
ENSG00000241035,,0.054564426,0.792404596
ENSG00000241054,,-0.148863991,0.633369764
ENSG00000241057,RASA4EP,-0.046151721,0.702917457
ENSG00000241058,NSUN6,0.022761646,0.777962285
ENSG00000241061,RPL5P1,0.324624055,0.065658044
ENSG00000241067,RPL17P40,0.237075976,0.262014126
ENSG00000241073,,-0.013382623,0.95354303
ENSG00000241098,LINC01994,0.11159998,0.731522489
ENSG00000241101,PRICKLE2-AS2,0.011347168,0.944798357
ENSG00000241106,HLA-DOB,0.290605643,0.596465146
ENSG00000241111,,0.042251972,0.774577488
ENSG00000241112,RPL29P14,-0.066950102,0.607428124
ENSG00000241120,HMGN1P8,0.183926135,0.247369733
ENSG00000241127,YAE1,0.027372167,0.731784222
ENSG00000241131,LINC02032,-0.122712115,0.834608069
ENSG00000241135,LINC00881,-0.336748622,0.361808101
ENSG00000241155,ARHGAP31-AS1,0.124256485,0.374353242
ENSG00000241156,RN7SL582P,0.33949204,0.178159523
ENSG00000241157,RPL32P32,0.113005302,0.611412594
ENSG00000241158,ADAMTS9-AS1,-0.216919822,0.435080651
ENSG00000241163,LINC00877,0.173252737,0.636941453
ENSG00000241169,,0.00177719,0.993035531
ENSG00000241170,RPL31P46,0.067168691,0.654532149
ENSG00000241179,,0.158210414,0.544740679
ENSG00000241185,RPL21P122,-0.060662911,0.667210219
ENSG00000241187,RPL21P57,0.151115913,0.556541181
ENSG00000241211,IQCJ-SCHIP1-AS1,0.04060567,0.888991815
ENSG00000241213,LINC02024,0.440643097,0.113588587
ENSG00000241217,RN7SL809P,-0.236774661,0.264963015
ENSG00000241218,CSP2,0.366896993,0.211514098
ENSG00000241219,LOLI1,0.052107932,0.81226055
ENSG00000241220,LINC03109,-0.773150192,0.108617369
ENSG00000241228,RPL12P31,0.514402494,0.043548683
ENSG00000241229,RN7SL443P,0.278322917,0.292407875
ENSG00000241230,RN7SL801P,0.584509672,0.082410585
ENSG00000241231,,0.729789996,0.017550643
ENSG00000241243,RN7SL629P,0.417333033,0.05822106
ENSG00000241255,,0.25716104,0.383318657
ENSG00000241258,CRCP,-0.00307289,0.97965106
ENSG00000241261,RPL17P19,0.258046973,0.166076015
ENSG00000241269,,-0.099556341,0.5224326
ENSG00000241278,ENPP7P4,0.057881418,0.714374643
ENSG00000241288,LINC02614,0.073231248,0.679524697
ENSG00000241291,RN7SL791P,0.099518162,0.751948418
ENSG00000241295,ZBTB20-AS2,0.144650325,0.611982777
ENSG00000241307,RPL7AP24,0.175787355,0.230163058
ENSG00000241313,WWTR1-AS1,-0.485433084,0.004488374
ENSG00000241316,SUCLG2-DT,-0.486823714,0.006914971
ENSG00000241322,FBXW10B,-0.305520019,0.255906893
ENSG00000241333,RN7SL385P,-0.048917885,0.855093792
ENSG00000241343,RPL36A,0.049749898,0.671384331
ENSG00000241345,,-0.085646356,0.860623435
ENSG00000241346,SNRPCP11,0.359918953,0.17776712
ENSG00000241352,,0.073388633,0.790684209
ENSG00000241360,PDXP,-0.051297074,0.660792378
ENSG00000241362,RPL36AP43,0.108596388,0.650818308
ENSG00000241370,RPP21,-0.279901254,0.039842832
ENSG00000241395,RN7SL344P,-0.013227343,0.963856999
ENSG00000241397,LINC00903,0.381774837,0.155294228
ENSG00000241399,CD302,-0.007427781,0.949692438
ENSG00000241400,RPL31P21,0.192092351,0.434850513
ENSG00000241404,EGFL8,-0.118474499,0.393446902
ENSG00000241409,,0.202931733,0.251523849
ENSG00000241413,RN7SL441P,-0.125669929,0.583555517
ENSG00000241418,MCRIP2P1,0.861258605,0.051373139
ENSG00000241420,RN7SL505P,0.04810364,0.809614371
ENSG00000241429,EEF1A1P25,0.038347556,0.785146968
ENSG00000241438,CRIPTOP6,0.306789152,0.142088316
ENSG00000241462,,0.494857878,0.08550446
ENSG00000241468,ATP5MF,-0.119157426,0.188023123
ENSG00000241472,PTPRG-AS1,-0.00543027,0.971472588
ENSG00000241484,ARHGAP8,0.150301346,0.687920146
ENSG00000241489,,-0.015444337,0.921324915
ENSG00000241493,,-0.049884295,0.818057233
ENSG00000241506,PSMC1P1,0.155202572,0.391381296
ENSG00000241511,RPS15AP24,0.216387888,0.241810214
ENSG00000241520,,0.001430045,0.995323044
ENSG00000241525,,0.075444742,0.775114094
ENSG00000241527,CA15P1,0.04579917,0.791481681
ENSG00000241532,AGGF1P3,0.186580196,0.636381194
ENSG00000241535,CBX5P1,0.163290252,0.324326141
ENSG00000241537,U2SURPP1,0.198462549,0.361788141
ENSG00000241544,LINC02029,-0.172186421,0.45803654
ENSG00000241546,RFKP3,0.442711586,0.038615437
ENSG00000241547,ACTG1P20,-0.296880712,0.062160445
ENSG00000241549,GUSBP2,0.198972898,0.204472388
ENSG00000241553,ARPC4,-0.136013776,0.287576864
ENSG00000241556,RPL29P26,-0.372659753,0.110634819
ENSG00000241560,ZBTB20-AS1,0.050288554,0.736041919
ENSG00000241563,CORT,0.05737234,0.689251975
ENSG00000241568,RN7SL338P,-0.056766666,0.699234979
ENSG00000241570,PAQR9-AS1,0.23399296,0.456825569
ENSG00000241592,,0.43974921,0.289753667
ENSG00000241596,,0.060046091,0.700477926
ENSG00000241597,,-0.102590301,0.584016191
ENSG00000241599,,0.013920719,0.960398565
ENSG00000241622,RARRES2P1,0.185924151,0.652689525
ENSG00000241627,UBQLN4P1,-0.096405836,0.59789659
ENSG00000241631,RN7SL316P,-0.080910798,0.767705182
ENSG00000241634,RPL13P8,0.175379748,0.322923302
ENSG00000241640,RPL21P113,0.266652976,0.235695189
ENSG00000241641,RPS23P6,0.071088155,0.752673189
ENSG00000241644,INMT,-0.183507778,0.690763244
ENSG00000241648,CADM2-AS2,0.329767579,0.374748082
ENSG00000241651,RPL15P8,0.196979568,0.359174022
ENSG00000241654,RPL19P18,-0.311149474,0.491632719
ENSG00000241661,PPP1R2P6,0.74653316,0.025926239
ENSG00000241679,,0.139810909,0.65135262
ENSG00000241684,ADAMTS9-AS2,-0.124230935,0.551998682
ENSG00000241685,ARPC1A,-0.046007973,0.582604767
ENSG00000241697,TMEFF1,0.247854344,0.202850388
ENSG00000241720,,0.115347631,0.733467645
ENSG00000241723,RPL15P6,0.689159613,0.040822473
ENSG00000241738,ZNF90P1,0.106608263,0.498607778
ENSG00000241741,RPL7AP30,0.364747696,0.115262017
ENSG00000241745,RN7SL788P,0.592236232,0.012719599
ENSG00000241749,RPSAP52,-0.092441267,0.862777285
ENSG00000241764,CBLL1-AS1,-0.029801194,0.908602639
ENSG00000241769,EOLA1-DT,-0.112210474,0.538071047
ENSG00000241770,,-0.291364653,0.272523725
ENSG00000241772,,0.360894814,0.173332572
ENSG00000241782,RPL21P95,-0.014977478,0.910521215
ENSG00000241785,RN7SL390P,0.148433786,0.369997436
ENSG00000241787,MTND4P16,-0.020338715,0.950809617
ENSG00000241818,SCG5-AS1,-0.019693716,0.954526401
ENSG00000241825,RPL7P42,-0.153065195,0.346926541
ENSG00000241829,RPL21P54,0.002100605,0.992526899
ENSG00000241832,CECR3,-0.329336662,0.193987353
ENSG00000241837,ATP5PO,-0.03330148,0.74305137
ENSG00000241839,PLEKHO2,-0.071043306,0.645192308
ENSG00000241852,C8orf58,-0.161212643,0.174471169
ENSG00000241859,ANOS2P,-0.022660666,0.976464626
ENSG00000241860,,-0.052288755,0.814769309
ENSG00000241868,RN7SL434P,-0.015453608,0.922455884
ENSG00000241878,PISD,-0.154198314,0.014331314
ENSG00000241882,,-0.235401004,0.315247188
ENSG00000241886,,0.175156812,0.398318017
ENSG00000241889,CTDNEP1P1,-0.51213829,0.061175993
ENSG00000241890,RPL13P4,0.134906781,0.462704396
ENSG00000241907,RPS20P4,-0.133815524,0.428503011
ENSG00000241912,,-1.094173839,0.040866939
ENSG00000241913,RPS29P21,0.002671291,0.991829788
ENSG00000241926,MTCO1P55,0.456642597,0.095295791
ENSG00000241935,HOGA1,-0.21498211,0.359555925
ENSG00000241939,RN7SL517P,-0.113684827,0.521466546
ENSG00000241943,RN7SL188P,0.739425237,0.111293663
ENSG00000241945,PWP2,-0.039515996,0.747322186
ENSG00000241954,,0.253292326,0.274394971
ENSG00000241956,LINC03000,0.202911583,0.527484707
ENSG00000241959,RN7SL76P,0.020131898,0.930761499
ENSG00000241962,,-0.010357937,0.915069868
ENSG00000241973,PI4KA,-0.053892405,0.564193606
ENSG00000241975,ELOCP19,0.056482388,0.504236723
ENSG00000241981,RPL21P49,0.297726053,0.226640766
ENSG00000241983,RN7SL566P,-0.023195082,0.908593773
ENSG00000241984,RPL7AP2,0.109022084,0.497148197
ENSG00000241985,WWTR1-IT1,-0.278868244,0.206822389
ENSG00000241990,PRR34-AS1,0.072718695,0.747123061
ENSG00000241991,,0.408319318,0.056292651
ENSG00000242020,RN7SL68P,0.049053422,0.785447872
ENSG00000242028,HYPK,-0.092823334,0.628108922
ENSG00000242034,,-1.289374939,0.047730254
ENSG00000242071,RPL7AP6,-0.131114814,0.351191015
ENSG00000242082,SLC5A4-AS1,-0.053998649,0.857702136
ENSG00000242083,RPL7AP31,0.200944693,0.205653556
ENSG00000242085,RPS20P33,0.110559084,0.443409128
ENSG00000242086,MUC20-OT1,-0.079190887,0.506941727
ENSG00000242087,RPL36AP41,0.076627266,0.753885708
ENSG00000242088,RPS27P2,0.57950451,0.005003783
ENSG00000242094,FOXP1-IT1,0.304664719,0.139000036
ENSG00000242100,RPL9P32,0.104758987,0.54029361
ENSG00000242103,ARPC1AP1,0.374554399,0.302359887
ENSG00000242110,AMACR,-0.105454467,0.303458868
ENSG00000242114,MTFP1,0.1936518,0.491581285
ENSG00000242125,SNHG3,-0.272352874,0.114495697
ENSG00000242140,MATR3P2,0.014168558,0.969278252
ENSG00000242142,SERBP1P3,0.199282213,0.597556357
ENSG00000242152,,0.325730888,0.336135976
ENSG00000242154,,0.325067906,0.213872494
ENSG00000242159,ABCF2P1,0.596640474,0.11634162
ENSG00000242163,,0.320870328,0.204432363
ENSG00000242170,RN7SL329P,0.155151952,0.588739765
ENSG00000242173,ARHGDIG,-0.29009771,0.184834153
ENSG00000242175,RN7SL127P,0.452702431,0.023248884
ENSG00000242190,,0.27931033,0.130362224
ENSG00000242193,CRYZL2P,-0.599068704,0.228430822
ENSG00000242198,,0.091252891,0.575207566
ENSG00000242199,RPS26P22,-0.084668841,0.582807902
ENSG00000242207,HOXB-AS4,-1.303804208,0.136356648
ENSG00000242220,TCP10L,-0.121625781,0.555150402
ENSG00000242229,RPS3AP14,0.137251053,0.604199711
ENSG00000242236,RN7SL594P,0.206196751,0.460545466
ENSG00000242241,RN7SL306P,0.174673779,0.448094025
ENSG00000242242,NECTIN3-AS1,-0.431724603,0.179738877
ENSG00000242244,ATP5MC1P3,-0.224767732,0.525514343
ENSG00000242247,ARFGAP3,-0.083987144,0.41276275
ENSG00000242251,RN7SL20P,0.040741703,0.811078018
ENSG00000242252,BGLAP,0.084456935,0.562560032
ENSG00000242256,RN7SL57P,-0.068493921,0.772319399
ENSG00000242259,C22orf39,-0.007719706,0.926713129
ENSG00000242261,,0.080607135,0.368196879
ENSG00000242265,PEG10,-0.676531734,0.005610482
ENSG00000242267,SKINT1L,-0.501182643,0.213142373
ENSG00000242268,LINC02082,-0.461866368,0.074366459
ENSG00000242276,RPL5P3,0.390953432,0.107064184
ENSG00000242282,,-0.04564257,0.780250597
ENSG00000242288,BMS1P4-AGAP5,0.023595215,0.726612476
ENSG00000242290,ZBTB20-AS5,0.029446753,0.881628409
ENSG00000242294,STAG3L5P,-0.154583238,0.254438362
ENSG00000242296,DEFB109A,0.375483468,0.282125714
ENSG00000242299,RPS18P5,-0.076315541,0.562400253
ENSG00000242307,RPS26P52,-0.192496399,0.199426105
ENSG00000242318,RPL21P48,0.000734417,0.997423006
ENSG00000242325,RPS12P31,0.092421171,0.6800835
ENSG00000242329,,0.217493929,0.46667787
ENSG00000242330,RN7SL683P,0.487906203,0.124825255
ENSG00000242337,INHCAP,-0.085291862,0.718409048
ENSG00000242338,BMS1P4,0.102967941,0.214715144
ENSG00000242353,RPL12P30,0.972913186,0.034597825
ENSG00000242370,KCNAB1-AS1,0.973914009,0.042140546
ENSG00000242372,EIF6,-0.122434513,0.465292125
ENSG00000242375,,0.090817587,0.694063467
ENSG00000242385,LINC00901,0.52569911,0.076509863
ENSG00000242390,RPL6P9,0.17861238,0.455904378
ENSG00000242398,RN7SL800P,-0.123188287,0.433897834
ENSG00000242405,RPL21P100,0.194003765,0.301297428
ENSG00000242412,DBIL5P2,0.058915397,0.715989149
ENSG00000242419,PCDHGC4,-0.049795942,0.793052838
ENSG00000242428,CFAP20DC-AS1,0.135181606,0.681672912
ENSG00000242441,GTF2A1L,-0.634728878,0.19119741
ENSG00000242457,RBBP4P2,0.115727959,0.437927049
ENSG00000242474,LINC03015,-0.060500071,0.688093303
ENSG00000242477,,0.553611283,0.220143807
ENSG00000242485,MRPL20,-0.140955602,0.181968462
ENSG00000242488,,0.197970896,0.388181148
ENSG00000242493,RN7SL37P,0.112995798,0.485303412
ENSG00000242498,ARPIN,-0.041558263,0.768054107
ENSG00000242507,,-0.079324033,0.727021724
ENSG00000242510,NDUFB4P1,-0.298866161,0.307635253
ENSG00000242512,LINC01206,0.212262329,0.506194127
ENSG00000242516,LINC00960,-0.010865506,0.97741225
ENSG00000242525,OR7E100P,0.097117305,0.639592933
ENSG00000242531,,-0.129724368,0.335849612
ENSG00000242539,,-0.335606658,0.020626056
ENSG00000242540,,0.616882763,0.007609236
ENSG00000242551,POU5F1P6,0.023733396,0.920375824
ENSG00000242553,,0.130396914,0.284701564
ENSG00000242559,RN7SL144P,0.625305262,0.012340293
ENSG00000242574,HLA-DMB,-1.020204444,0.064068152
ENSG00000242575,TUBAP13,0.289671264,0.628708932
ENSG00000242588,,0.007241467,0.923644099
ENSG00000242593,,0.171668599,0.691185548
ENSG00000242595,RPL26P26,0.795061473,0.014727799
ENSG00000242600,MBL1P,0.51573649,0.040413041
ENSG00000242602,RPL35AP13,0.156870015,0.375489966
ENSG00000242607,RPS3AP34,-0.010585258,0.956193058
ENSG00000242610,OR5BH1P,0.414951752,0.287725751
ENSG00000242612,DECR2,-0.223124323,0.032566164
ENSG00000242613,PPDPFP1,3.339201698,5.33E-08
ENSG00000242614,RN7SL164P,0.366363762,0.348440875
ENSG00000242615,RPL17P47,-0.005847534,0.955999771
ENSG00000242616,GNG10,-0.097133804,0.496896976
ENSG00000242622,GSK3B-DT,0.01007813,0.915524772
ENSG00000242628,,0.234634173,0.236901973
ENSG00000242634,RPS24P16,0.043703469,0.793945251
ENSG00000242650,RN7SL292P,-1.225071598,0.030118808
ENSG00000242651,RN7SL862P,-0.117282085,0.687643204
ENSG00000242657,RN7SL581P,1.133476276,0.004562401
ENSG00000242659,,-0.255599715,0.071897803
ENSG00000242661,RPS3AP43,0.326787167,0.309161173
ENSG00000242671,LINC02010,-0.683034068,0.265298752
ENSG00000242683,RPL12P21,-0.021821216,0.903994117
ENSG00000242686,PDE6B-AS1,-0.008608319,0.979602119
ENSG00000242689,CNTF,0.072809737,0.695817973
ENSG00000242697,RPL5P12,-0.020802092,0.921984791
ENSG00000242699,RN7SL516P,0.244745641,0.541079927
ENSG00000242706,RPS27AP9,0.049838826,0.813956875
ENSG00000242707,RN7SL362P,0.136269095,0.563080347
ENSG00000242715,CCDC169,0.051666229,0.791853882
ENSG00000242719,RN7SL806P,0.124181131,0.482530277
ENSG00000242732,RTL5,-0.144642486,0.253350521
ENSG00000242737,,0.125683969,0.296912609
ENSG00000242748,RPL23AP81,0.310613092,0.094530307
ENSG00000242759,LINC00882,-0.20027214,0.117287124
ENSG00000242767,ZBTB20-AS4,0.152846221,0.429180474
ENSG00000242779,ZNF702P,-0.420799119,0.101600274
ENSG00000242781,LINC02050,1.704312636,0.000558014
ENSG00000242791,PFN2-AS1,0.161079486,0.261032796
ENSG00000242797,GLYCTK-AS1,-0.352431753,0.064451237
ENSG00000242798,,0.029407127,0.870597577
ENSG00000242802,AP5Z1,-0.134007683,0.24115603
ENSG00000242807,RPL26P31,-0.696615244,0.271734395
ENSG00000242808,SOX2-OT,0.226476127,0.220917931
ENSG00000242816,,0.518871299,0.091680844
ENSG00000242818,RN7SL846P,0.225944787,0.315862767
ENSG00000242828,,1.672541255,0.000797778
ENSG00000242829,RPS26P21,0.115788645,0.612856461
ENSG00000242852,ZNF709,-0.027923586,0.768390539
ENSG00000242853,RN7SL749P,-0.367484471,0.073803669
ENSG00000242861,,-0.338266684,0.065621688
ENSG00000242866,STRC,0.045308182,0.868847824
ENSG00000242876,RN7SL812P,-0.024807428,0.859936291
ENSG00000242880,,-0.208357904,0.364618298
ENSG00000242882,RPL5P11,0.179006917,0.44590473
ENSG00000242888,,0.37712316,0.057707858
ENSG00000242889,RN7SL449P,-0.178921575,0.318571327
ENSG00000242893,RN7SL413P,0.129197198,0.496726667
ENSG00000242925,PLCH1-AS2,0.191826954,0.570301213
ENSG00000242931,RPL7P49,0.161866031,0.273460911
ENSG00000242941,RPL12P7,-0.217971318,0.447579206
ENSG00000242948,EPS15P1,-1.495046917,0.003399547
ENSG00000242950,ERVW-1,0.13345584,0.488529612
ENSG00000242951,,-0.234789959,0.508572112
ENSG00000242958,RPL36AP32,0.163796781,0.361297504
ENSG00000242960,FTH1P23,-0.443156612,0.353857716
ENSG00000242970,,-0.085763561,0.719808324
ENSG00000242971,RN7SL233P,0.337513234,0.145314954
ENSG00000242976,RN7SL177P,0.038619521,0.89443928
ENSG00000242979,RPS15AP18,0.28105879,0.213414575
ENSG00000242986,RPL21P99,0.364002317,0.134756072
ENSG00000242992,FTH1P4,0.180651121,0.293667601
ENSG00000242993,RPL32P25,0.106509323,0.703349305
ENSG00000242999,RN7SL239P,0.177250315,0.168515456
ENSG00000243004,,0.515927761,0.083596402
ENSG00000243005,RN7SL16P,0.181884992,0.198580785
ENSG00000243014,PTMAP8,0.600492076,0.150991609
ENSG00000243015,RN7SL737P,0.227830832,0.08358935
ENSG00000243018,,0.035742862,0.846019678
ENSG00000243020,RPL7P39,0.563872556,0.072630845
ENSG00000243023,UBA52P3,0.201468187,0.516894813
ENSG00000243024,,-0.056850398,0.702035841
ENSG00000243025,MTAPP1,0.045415502,0.807355855
ENSG00000243051,RN7SL269P,0.151617965,0.560490345
ENSG00000243053,RPL31P58,0.261317274,0.036294767
ENSG00000243055,GK-AS1,0.281030108,0.131324247
ENSG00000243056,EIF4EBP3,0.022730032,0.858908774
ENSG00000243069,ARHGEF26-AS1,-0.195177038,0.309657861
ENSG00000243083,LINC00870,0.775131222,0.10225628
ENSG00000243094,RPL32P2,-0.171749843,0.350953381
ENSG00000243095,RPL3P10,0.06658216,0.83340201
ENSG00000243101,RPS3P7,0.446248342,0.165836424
ENSG00000243103,RN7SL452P,0.304734062,0.158177743
ENSG00000243107,,0.144141282,0.270604361
ENSG00000243144,LINC02932,0.28446398,0.344499397
ENSG00000243147,MRPL33,-0.092092913,0.502851231
ENSG00000243150,MLF1-DT,-0.11450871,0.678450104
ENSG00000243155,,0.141095779,0.426625311
ENSG00000243156,MICAL3,-0.062637468,0.476891811
ENSG00000243167,RPS10P28,-0.259687995,0.374898808
ENSG00000243175,RPSAP36,0.242107973,0.280275696
ENSG00000243176,,-0.00845658,0.947018706
ENSG00000243179,,0.518750928,0.059741535
ENSG00000243193,PRKAR2B-AS1,0.408594984,0.049287822
ENSG00000243197,TUSC7,0.480529822,0.086190172
ENSG00000243199,RPL6P10,-0.038839493,0.811872163
ENSG00000243224,TWF2-DT,-0.118786928,0.42169665
ENSG00000243230,,-0.194489097,0.260662922
ENSG00000243232,PCDHAC2,0.015283133,0.901212525
ENSG00000243234,,-0.113608548,0.683797324
ENSG00000243244,STON1,-0.313301885,0.173243539
ENSG00000243250,RPS6P16,-0.102678669,0.475413245
ENSG00000243256,RPL30P14,0.39851272,0.231816981
ENSG00000243260,RN7SL558P,0.114458027,0.544850385
ENSG00000243267,RN7SL614P,-0.078851459,0.766666723
ENSG00000243279,PRAF2,-0.047577746,0.646694891
ENSG00000243284,VSIG8,-0.246904747,0.425184279
ENSG00000243297,RPL31P61,0.098750444,0.605573549
ENSG00000243302,,-0.020133654,0.806726877
ENSG00000243303,,-0.058600324,0.774134414
ENSG00000243304,,0.017421916,0.934695988
ENSG00000243313,RN7SL285P,0.023317735,0.888178374
ENSG00000243314,RPS12P7,0.648292711,0.00601373
ENSG00000243317,STMP1,-0.15191122,0.060097008
ENSG00000243319,FGF14-IT1,0.183856575,0.544766415
ENSG00000243321,LINC01998,-0.633080373,0.071575666
ENSG00000243323,PTPRVP,-0.125166814,0.600326862
ENSG00000243335,KCTD7,-0.056178889,0.584409905
ENSG00000243339,RN7SL738P,0.117385593,0.554575133
ENSG00000243353,RPS29P19,0.271912515,0.210805343
ENSG00000243359,RN7SL815P,0.23671787,0.213218969
ENSG00000243364,EFNA4,0.025653943,0.855272989
ENSG00000243368,MCCC1-AS1,-0.070063055,0.761660992
ENSG00000243373,RN7SL173P,0.375050567,0.035347336
ENSG00000243384,,0.826482512,0.015276492
ENSG00000243388,RPL3P3,1.54277521,0.032836268
ENSG00000243389,,0.261084548,0.163772927
ENSG00000243398,RN7SL141P,0.108278782,0.588107081
ENSG00000243402,RPL15P12,0.233996697,0.251299208
ENSG00000243403,,0.34161946,0.18776557
ENSG00000243404,RPL35AP32,0.084819891,0.659151456
ENSG00000243414,TICAM2,-0.228715751,0.479852675
ENSG00000243415,,0.243374594,0.316200416
ENSG00000243417,RPS3AP18,0.089940124,0.699117164
ENSG00000243422,RPL23AP49,-0.314031157,0.268192452
ENSG00000243423,,0.066930642,0.747163433
ENSG00000243429,OR7E29P,-0.371960855,0.363643925
ENSG00000243431,RPL5P30,-0.009116523,0.923140437
ENSG00000243433,,-0.274628159,0.081162767
ENSG00000243437,RN7SL370P,0.266037172,0.293025444
ENSG00000243445,,0.185723881,0.415153472
ENSG00000243446,RN7SL284P,-0.220639772,0.195265525
ENSG00000243449,NICOL1,-0.090998467,0.357248679
ENSG00000243477,NAA80,-0.08543967,0.195904811
ENSG00000243483,DNAJB1P2,0.203210269,0.465213563
ENSG00000243491,,-0.532687151,0.102401686
ENSG00000243498,UBA52P5,0.063454111,0.74624698
ENSG00000243508,DNAJB6P7,0.280896156,0.148686222
ENSG00000243518,DTWD1P2,0.599746999,0.145611991
ENSG00000243547,HNRNPKP4,-0.156017781,0.574068758
ENSG00000243554,CCZ1P1,0.126486935,0.193058911
